name,experience,salary,region
Ведущий программист,От 3 до 6 лет,150000 RUR,Москва
Разработчик BI систем,От 1 года до 3 лет,Не указана,Владивосток
Системный инженер,От 1 года до 3 лет,230000 RUR,Москва
Python developer,От 1 года до 3 лет,Не указана,Нижний Новгород
Старший тестировщик/QA FullStack,От 1 года до 3 лет,Не указана,Санкт-Петербург
Инженер по тестированию (сетевое оборудование),От 1 года до 3 лет,None RUR,Москва
Программист С/С++ (Linux),От 3 до 6 лет,150000 RUR,Москва
DevOps-инженер в Диск,От 3 до 6 лет,Не указана,Москва
QA Engineer (Серверная Астра),От 3 до 6 лет,Не указана,Москва
Python разработчик,От 3 до 6 лет,Не указана,Москва
C++ Developer,От 3 до 6 лет,Не указана,Москва
Инженер-программист Matlab,От 3 до 6 лет,Не указана,Москва
Инженер технической поддержки и эксплуатации (IT/Telecom),От 1 года до 3 лет,Не указана,Москва
Программист-разработчик,От 1 года до 3 лет,Не указана,Москва
Python-разработчик Middle (Совкомбанк Технологии),От 1 года до 3 лет,Не указана,Красноярск
Go-разработчик в Телеметрию,От 1 года до 3 лет,Не указана,Москва
Python Developer (Атом.Око),От 1 года до 3 лет,Не указана,Москва
Ведущий системный администратор,От 3 до 6 лет,Не указана,Москва
Антифрод-аналитик,От 3 до 6 лет,Не указана,Москва
Программист Python,От 3 до 6 лет,Не указана,Москва
QA инженер,От 3 до 6 лет,Не указана,Нижний Новгород
Кампейн менеджер,От 3 до 6 лет,Не указана,Москва
DevOps (Junior+/Middle)/Администратор тестовых сред,От 1 года до 3 лет,170000 RUR,Москва
Руководитель проектов по разработке ПО,От 3 до 6 лет,Не указана,Москва
Маркетолог (работа в офисе),От 1 года до 3 лет,60000 RUR,Симферополь
Embedded Linux программист - разработчик,От 1 года до 3 лет,100000 RUR,Санкт-Петербург
Инженер-программист систем управления,От 1 года до 3 лет,100000 RUR,Москва
